,AFFGEOID,ALAND,AWATER,CD114FP,CDSESSN,GEOID,LSAD,STATEFP,AreaUncert,CvxHullPS,CvxHullPT,CvxHullPTB,HoleCount,PolsbyPopp,PolyCount,ReockPS,ReockPT,ReockPTB,Schwartzbe,areaAH,perimSH
111,5001400,541609936,954825589,27,114,1227,C2,12,4053596.5000000000,0.5217666564,0.4518844671,0.7703962488,0.0000000000,0.1058848035,5.0000000000,0.1714231237,0.1892015565,0.3160392765,0.3253994522,600804483.9202165604,267026.7052267687
112,5001400,6510979548,1027597335,11,114,1211,C2,12,3752876.0000000000,0.6932431777,0.6919176425,0.7106924894,0.0000000000,0.2792458798,2.0000000000,0.4929645912,0.4933188080,0.5264595320,0.5284372051,7013601603.5936470032,561800.4613458269
113,5001400,20880734361,2248723578,1,114,1301,C2,13,2595632.0000000000,0.7373402760,0.7373530615,0.8565361241,0.0000000000,0.2101756872,2.0000000000,0.3823265800,0.3823316165,0.4993209135,0.4584492199,21806608069.6353645325,1141846.5734384868
114,5001400,10252900076,132018111,2,114,1802,C2,18,3149075.5000000000,0.8258166943,0.8258166943,0.8260555120,0.0000000000,0.4697485046,1.0000000000,0.5792646216,0.5792646216,0.6011674151,0.6853820136,10383969399.5905513763,527052.5619489627
115,5001400,478784802,5411425,13,114,2613,C2,26,4347904.0000000000,0.6116295436,0.6116295436,0.6253094113,0.0000000000,0.1843904982,1.0000000000,0.3117199588,0.3117199588,0.3891831083,0.4294071473,484228187.4807312489,181660.5800044137
116,5001400,13150575882,386910918,22,114,3622,C2,36,4143427.0000000000,0.6469570387,0.6469570387,0.6507909259,0.0000000000,0.2242404023,1.0000000000,0.3828269546,0.3828269546,0.4049443817,0.4735402859,13497336548.4885272980,869705.1433929149
117,5001400,1321405516,1831736465,25,114,3625,C2,36,2062368.5000000000,0.8425403390,0.8425403390,0.9151296030,0.0000000000,0.5296696255,1.0000000000,0.5133154194,0.5133154194,0.6242624901,0.7277840514,1343129192.5042536259,178509.4829140449
118,5001400,2782975803,82810362,3,114,4103,C2,41,2283198.0000000000,0.7128648656,0.7128648656,0.8018126907,0.0000000000,0.2487691082,1.0000000000,0.3838033495,0.3838033495,0.4975548828,0.4987675893,2865500448.2316894531,380458.1990369702
119,5001400,2927356889,697336498,10,114,1210,C2,12,0.0000000000,0.7329685394,0.7329685394,0.7329676214,0.0000000000,0.2019972142,1.0000000000,0.3978246240,0.3978246240,0.3920751509,0.4494410019,3624259289.4547338486,474834.0697213232
120,5001400,19816654953,308022636,17,114,4817,C2,48,0.0000000000,0.6727389999,0.6727389999,0.6727403512,1.0000000000,0.2033466335,1.0000000000,0.4423715428,0.4423715428,0.4417081358,0.4509397226,20124660280.2244796753,1115194.7534577672
121,5001400,560002790,1176469688,47,114,647,C2,6,2126398.0000000000,0.7199374965,0.1374145499,0.7163259747,0.0000000000,0.0849316619,3.0000000000,0.2353111143,0.0493298479,0.3298301969,0.2914303723,587401223.9499601126,294806.8324010464
122,5001400,19517171072,235702876,2,114,802,C2,8,2090677.0000000000,0.7640740273,0.7640740273,0.7645214647,0.0000000000,0.2353108414,1.0000000000,0.4926291381,0.4926291381,0.5014637586,0.4850884882,19752357213.4094696045,1027054.3567066359
123,5001400,10300761240,4036014271,1,114,2401,C2,24,2574948.0000000000,0.5004926029,0.4829082337,0.7162148998,0.0000000000,0.0441499168,10.0000000000,0.2193641649,0.2201221569,0.5095189095,0.2101188159,11203000072.4741668701,1785694.4820226473
124,5001400,902930408,440381767,2,114,2402,C2,24,5299891.0000000000,0.4410413195,0.3900947184,0.4377795429,0.0000000000,0.0312473807,10.0000000000,0.2190446945,0.1842729854,0.2203338749,0.1767692865,977140681.2621246576,626868.8220137840
125,5001400,5060012471,3734225462,14,114,3914,C2,39,2225805.0000000000,0.8194245662,0.8194245662,0.8263300906,0.0000000000,0.2732218459,1.0000000000,0.4108099352,0.4108099352,0.6381581491,0.5227062712,5152099095.6378488541,486787.3964715612
126,5001400,11837020194,372481465,3,114,4703,C2,47,6417118.0000000000,0.6169711701,0.6169711701,0.6279050198,3.0000000000,0.1246111835,1.0000000000,0.3138247427,0.3138247427,0.3966813846,0.3530030928,12212261428.8809413910,1109748.2476512524
127,5001400,16022151732,1095021326,1,114,5301,C2,53,2912152.0000000000,0.7816447513,0.7317502169,0.8039680658,0.0000000000,0.2156422131,5.0000000000,0.5070162212,0.4494296276,0.5840729519,0.4643729246,16317565573.8314266205,975137.2018113170
128,5001400,17832799687,3683662579,24,114,624,C2,6,3806248.0000000000,0.7410215583,0.5171715118,0.7975303091,0.0000000000,0.1904472427,5.0000000000,0.2897198963,0.2039406994,0.4357522966,0.4364026154,17942345656.7655067444,1088070.9036153571
129,5001400,6083579622,4835388655,5,114,2605,C2,26,2231049.0000000000,0.5828766617,0.5830302890,0.7302458428,0.0000000000,0.1607430244,4.0000000000,0.1999081729,0.1999417744,0.2467557796,0.4009277046,6227540328.9094438553,697745.6517673905
130,5001400,861425138,84706367,4,114,2704,C2,27,2017935.0000000000,0.8772694920,0.8772694920,0.9148926575,0.0000000000,0.5684797736,1.0000000000,0.5583743312,0.5583743312,0.6014786947,0.7539759768,946219662.6001691818,144625.0118921580
131,5001400,2218364564,116829570,9,114,3709,C2,37,2620125.0000000000,0.5088897040,0.5088897040,0.5462849919,0.0000000000,0.0863659960,1.0000000000,0.1668089470,0.1668089470,0.1885567366,0.2938809215,2335470634.2931351662,582935.8227692202
132,5001400,2119985736,145652184,15,114,1215,C2,12,0.0000000000,0.7472620948,0.7472620948,0.7472679915,0.0000000000,0.2738879458,1.0000000000,0.4396601030,0.4396601030,0.4495874182,0.5233430479,2265778127.8281335831,322423.8523601112
133,5001400,135857813,889689,4,114,1704,C2,17,108644.0000000000,0.4195085694,0.4195085694,0.4195099533,0.0000000000,0.0556966293,1.0000000000,0.2982331765,0.2982331765,0.2973195624,0.2360013332,136752427.2173371911,175653.9810950231
134,5001400,351510165,16642555,5,114,2705,C2,27,0.0000000000,0.8255776579,0.8255776579,0.8255791004,0.0000000000,0.3640836392,1.0000000000,0.5179416186,0.5179416186,0.5003039436,0.6033934365,368174804.0395759344,112727.8911121741
135,5001400,1803034371,329896892,18,114,618,C2,6,4515298.5000000000,0.8044455069,0.8044455069,0.8160460706,0.0000000000,0.2381397754,1.0000000000,0.5873602988,0.5873602988,0.6567447612,0.4879956715,1812363055.0999748707,309251.3203023745
136,5001400,24931996996,449447372,2,114,1302,C2,13,2571538.0000000000,0.8300086490,0.8300086490,0.8498971010,0.0000000000,0.3147755940,1.0000000000,0.4415824179,0.4415824179,0.5325739495,0.5610486556,25381300288.3790168762,1006610.2296934311
137,5001400,17956603398,338969478,17,114,1717,C2,17,2652458.0000000000,0.5385166270,0.5385166270,0.6460942514,0.0000000000,0.1943017770,1.0000000000,0.3124820038,0.3124820038,0.4173172470,0.4407967525,18294880742.6077384949,1087755.6235444886
138,5001400,18087440399,5595387465,3,114,2203,C2,22,3989974.0000000000,0.7680359164,0.7590558699,0.9117350639,0.0000000000,0.1821889121,6.0000000000,0.3336518159,0.3379935919,0.6005222313,0.4268359312,20221216074.3246078491,1180993.7401356245
139,5001400,27383797448,408991883,1,114,2801,C2,28,2030371.5000000000,0.8118185620,0.8118185620,0.8160466075,0.0000000000,0.3436269212,1.0000000000,0.4891931782,0.4891931782,0.5736881697,0.5861969986,27793018880.7910575867,1008159.3976124631
140,5001400,73725753,39260843,14,114,3614,C2,36,2654416.0000000000,0.5705112496,0.5515047715,0.6197296890,0.0000000000,0.1372003237,2.0000000000,0.2766342573,0.2787239204,0.3198532475,0.3704056205,89407068.8854619265,90492.6471300034
141,5001400,3365082966,44755518,4,114,4504,C2,45,2465933.0000000000,0.7969800444,0.7969800444,0.8126527311,0.0000000000,0.2808630141,1.0000000000,0.4490392153,0.4490392153,0.4954805831,0.5299651065,3410388238.0129456520,390624.5791704121
142,5001400,143131706,351787,37,114,637,C2,6,0.0000000000,0.8177962571,0.8177962571,0.8178010242,0.0000000000,0.3424877337,1.0000000000,0.4873647790,0.4873647790,0.4715957406,0.5852245156,143498144.4197125435,72561.3850261154
143,5001400,1330795295,166994670,7,114,1207,C2,12,0.0000000000,0.7717239281,0.7717239281,0.7717175600,0.0000000000,0.2216463769,1.0000000000,0.6105775115,0.6105775115,0.5584199745,0.4707933484,1497225269.1180143356,291352.1235557569
144,5001400,609345587,4419928,18,114,4818,C2,48,0.0000000000,0.5870770186,0.5870770186,0.5870844765,0.0000000000,0.0826443586,1.0000000000,0.3661310579,0.3661310579,0.3661340676,0.2874793185,613689618.8962273598,305472.9181701087
145,5001400,3232924723,87367292,5,114,905,C2,9,2024022.5000000000,0.7491437989,0.7491437989,0.7505515856,0.0000000000,0.2277686772,1.0000000000,0.5437908578,0.5437908578,0.6447997163,0.4772511678,3319978702.9206786156,427982.0761026973
146,5001400,31206210006,228642475,1,114,1901,C2,19,2151703.5000000000,0.6730864837,0.6730864837,0.7113831086,0.0000000000,0.2945424934,1.0000000000,0.3969448300,0.3969448300,0.5898631506,0.5427176922,31433733784.5342826843,1158054.3384205583
147,5001400,10439396669,14395703699,1,114,2201,C2,22,6335992.5000000000,0.5761586372,0.4386780567,0.6888955009,0.0000000000,0.0329933324,43.0000000000,0.2888463942,0.2913178798,0.5452042262,0.1816406683,14794920024.1752243042,2373822.0078004864
148,5001400,8511484178,4734294259,1,114,2301,C2,23,2284040.0000000000,0.6132167413,0.4764957898,0.7373776976,0.0000000000,0.0499099550,74.0000000000,0.3108529317,0.2668969010,0.6457626912,0.2234053603,9358435607.8142242432,1535016.2276436884
149,5001400,6381144596,625513419,1,114,3301,C2,33,2167319.5000000000,0.6478565260,0.6173764039,0.7274555765,0.0000000000,0.1858906382,4.0000000000,0.2930879735,0.2930943353,0.4227599571,0.4311503661,6828644164.0225439072,679427.9583392825
150,5001400,169861399,126902111,11,114,3611,C2,36,5998616.0000000000,0.8346708709,0.6902431609,0.9463761865,0.0000000000,0.2703799661,3.0000000000,0.3793221695,0.2881710625,0.8654173753,0.5199807363,172987869.3832108080,89665.5263566908
151,5001400,26315652,7203614,13,114,3613,C2,36,3156693.5000000000,0.6463275866,0.6463275866,0.6504507108,0.0000000000,0.2902108255,1.0000000000,0.2546252269,0.2546252269,0.3038972827,0.5387121917,33457138.8957295418,38062.0808465184
152,5001400,4226104901,143411697,1,114,4001,C2,40,1999968.0000000000,0.4959912599,0.4959912599,0.4960040203,0.0000000000,0.2072536932,1.0000000000,0.2540006427,0.2540006427,0.2574935438,0.4552512418,4369449010.8201475143,514715.3626348421
153,5001400,54379812758,1950614933,2,114,4002,C2,40,2146585.0000000000,0.8053994346,0.8053994346,0.8556098096,0.0000000000,0.2677907021,1.0000000000,0.4347525469,0.4347525469,0.6093388221,0.5174849777,56329045143.7891159058,1625823.4366673494
154,5001400,3837152337,2069385210,5,114,2405,C2,24,2113784.0000000000,0.7110951571,0.7111488183,0.9015462749,0.0000000000,0.1856099706,4.0000000000,0.3226430659,0.3226710913,0.5636555482,0.4308247562,4134129769.2152943611,529049.5307376727
155,5001400,2226216466,24164984,8,114,2408,C2,24,4484985.5000000000,0.5359268567,0.5359268567,0.5448496299,0.0000000000,0.0864254463,1.0000000000,0.3279771969,0.3279771969,0.3928694968,0.2939820510,2250926984.8466935158,572090.6110820001
156,5001400,10009771518,64676659,7,114,3907,C2,39,0.0000000000,0.6166895378,0.6166895378,0.6166907559,0.0000000000,0.1289574357,1.0000000000,0.5263241432,0.5263241432,0.4858132233,0.3591064407,10074173431.6132621765,990801.0296397208
157,5001400,12082200183,122466513,4,114,3904,C2,39,11731626.5000000000,0.5363545668,0.5363545668,0.5476632718,0.0000000000,0.1509303244,1.0000000000,0.2584719161,0.2584719161,0.2878011248,0.3884975217,12197011875.0603256226,1007728.1784737948
158,5001400,1961346008,33224585,3,114,2003,C2,20,4477376.0000000000,0.8477885668,0.8477885668,0.8732933088,0.0000000000,0.4560737148,1.0000000000,0.4225861853,0.4225861853,0.6143933980,0.6753322996,1993743987.8912115097,234380.8397297304
159,5001400,36631037175,530219778,2,114,2002,C2,20,5341707.5000000000,0.7389174577,0.7389174577,0.7553289994,0.0000000000,0.3496709046,1.0000000000,0.3470996026,0.3470996026,0.4646504084,0.5913297765,37159471640.6379928589,1155606.4272308617
160,5001400,332656367,2454584430,4,114,5504,C2,55,2189157.5000000000,0.7190369970,0.7190369970,0.7796402445,0.0000000000,0.1468747798,1.0000000000,0.3014401042,0.3014401042,0.4198485941,0.3832424556,336215676.5611805320,169605.6428655142
161,5001400,11750220587,189203227,2,114,5502,C2,55,3860861.0000000000,0.8784599959,0.8784599959,0.8794742933,0.0000000000,0.4349290261,1.0000000000,0.5397173028,0.5397173028,0.5898831762,0.6594914905,11940131203.0907497406,587354.4795832895
162,5001400,196349394266,3379810671,0,114,4600,C1,46,0.0000000000,0.9281493693,0.9281493693,1.0000000000,0.0000000000,0.5817248705,1.0000000000,0.4944087895,0.4944087895,1.0000000000,0.7627089028,199727320058.7417297363,2077135.6210739696
163,5001400,5148623217,297839616,2,114,902,C2,9,2311790.5000000000,0.8258813083,0.8258813083,0.8438165513,0.0000000000,0.3938355056,1.0000000000,0.5553723224,0.5553723224,0.7163950389,0.6275631487,5311073486.4525127411,411659.9850423526
164,5001400,1982354906,694777592,2,114,4402,C2,44,2989162.0000000000,0.8256056217,0.7177261115,0.9470381756,0.0000000000,0.3062008728,2.0000000000,0.3933821558,0.2775686894,0.7500499559,0.5533542019,2096259646.4366621971,293308.2352828807
165,5001400,4859795621,587464913,4,114,1204,C2,12,2029210.0000000000,0.7324636670,0.7324636670,0.8732071036,0.0000000000,0.1472065772,1.0000000000,0.4751907796,0.4751907796,0.6365662717,0.3836750933,5123348590.2948522568,661330.0814717192
166,5001400,27742738757,213229360,5,114,4205,C2,42,2004593.5000000000,0.7298340641,0.7298340641,0.7862984922,0.0000000000,0.2691074316,1.0000000000,0.4572047920,0.4572047920,0.5274937551,0.5187556570,27955727679.1240615845,1142555.9781088352
167,5001400,10803479813,176071775,6,114,106,C2,1,0.0000000000,0.6909446077,0.6909446077,0.6909442664,0.0000000000,0.1409281518,1.0000000000,0.4580259183,0.4580259183,0.4281271603,0.3754039847,10980107685.4211997986,989485.3158166914
168,5001400,419730021,3144993,7,114,4807,C2,48,0.0000000000,0.5547108085,0.5547108085,0.5547142213,0.0000000000,0.1402569201,1.0000000000,0.3331229905,0.3331229905,0.3275017837,0.3745089053,422831647.3795480728,194637.5035272296
169,5001400,1398012598,4391235,8,114,408,C2,4,0.0000000000,0.6594804248,0.6594804248,0.6594788727,0.0000000000,0.2045560192,1.0000000000,0.3572798686,0.3572798686,0.3572822134,0.4522786964,1402379140.1264243126,293515.8253621469
170,5001400,11620857452,145811939,9,114,1809,C2,18,2182896.0000000000,0.7993870930,0.7993870930,0.8237149119,0.0000000000,0.3609062864,1.0000000000,0.4179691671,0.4179691671,0.4750113035,0.6007547640,11765007412.9427642822,640035.1287026872
171,5001400,49858115741,807517049,4,114,5304,C2,53,4167832.0000000000,0.6570856337,0.6570856337,0.6593599166,0.0000000000,0.2407428577,1.0000000000,0.4356833980,0.4356833980,0.4519417432,0.4906555387,50668031313.8487701416,1626279.7017500347
172,5001400,158364990,18633403,98,114,1198,C4,11,0.0000000000,0.8564080510,0.8564080510,0.9999982854,0.0000000000,0.5497946284,1.0000000000,0.4331319781,0.4331319781,0.9999918875,0.7414813743,176929722.1443588734,63592.3806448721
173,5001400,4482867913,318962871,5,114,605,C2,6,2459741.5000000000,0.7108777269,0.7108777269,0.7298375013,0.0000000000,0.1659410613,1.0000000000,0.2805986878,0.2805986878,0.3152186428,0.4073586397,4670413434.8641290665,594710.5786729222
174,5001400,5419985905,2031556045,2,114,3402,C2,34,5150631.0000000000,0.7789235155,0.7789235155,0.8815856402,0.0000000000,0.2864707235,1.0000000000,0.4683132291,0.4683132291,0.6531546217,0.5352295989,5909735675.2222957611,509153.6223493332
175,5001400,20300724551,138380234,2,114,402,C2,4,2000930.0000000000,0.8846461992,0.8846461992,0.8848792585,0.0000000000,0.4925507991,1.0000000000,0.5177532405,0.5177532405,0.6573716729,0.7018196343,20439383645.3260765076,722126.5549391964
176,5001400,15005445873,215865613,13,114,1713,C2,17,2248041.5000000000,0.5591697320,0.5591697320,0.5766578364,0.0000000000,0.1916927086,1.0000000000,0.2969035510,0.2969035510,0.3028685148,0.4378272588,15220778735.2040081024,998896.6838893434
177,5001400,179856895770,1902717547,2,114,4102,C2,41,2115300.0000000000,0.8695422111,0.8695422111,0.9099350823,0.0000000000,0.4943471241,1.0000000000,0.5023670892,0.5023670892,0.7621634643,0.7030982322,181760070814.3832702637,2149503.5546592036
178,5001400,88362563246,813197765,3,114,4003,C2,40,2238464.5000000000,0.6901380565,0.6901380565,0.9119642145,0.0000000000,0.2727044206,1.0000000000,0.2869789886,0.2869789886,0.7663709528,0.5222110881,89177730627.8118286133,2027155.4401209920
179,5001400,2432374538,807090323,26,114,626,C2,6,5983512.0000000000,0.7897440388,0.3213885719,0.7545562532,0.0000000000,0.2250946264,3.0000000000,0.4357143286,0.1228130837,0.4489731764,0.4744413835,2462129977.8863253593,370747.1799404431
180,5001400,2996689840,624729701,1,114,1801,C2,18,2382259.5000000000,0.7614457963,0.7614457963,0.8564520496,0.0000000000,0.4415607723,1.0000000000,0.3923810150,0.3923810150,0.5324780165,0.6645003930,3019546979.1169209480,293143.7136366008
181,5001400,5368517143,17435303,18,114,4218,C2,42,2127730.0000000000,0.6691110267,0.6691110267,0.6692870749,0.0000000000,0.1754570481,1.0000000000,0.3797573040,0.3797573040,0.4503434627,0.4188759340,5385871843.9864540100,621079.9801292779
182,5001400,3189342922,81980459,20,114,3620,C2,36,0.0000000000,0.7706060288,0.7706060288,0.7706089153,0.0000000000,0.3486736845,1.0000000000,0.5117876732,0.5117876732,0.5091715088,0.5904859732,3271243759.9443464279,343361.6601386514
183,5001400,827228829,41535215,3,114,2103,C2,21,2146384.0000000000,0.7808226422,0.7808226422,0.8576409067,0.0000000000,0.3804469079,1.0000000000,0.4115232515,0.4115232515,0.5547429639,0.6168037839,870350716.5016980171,169552.8320667131
184,5001400,9935642339,215289310,3,114,1303,C2,13,3716600.5000000000,0.7873719885,0.7873719885,0.7897380205,0.0000000000,0.2841589214,1.0000000000,0.5710894331,0.5710894331,0.6857965038,0.5330655883,10150925056.8460559845,670003.5362972617
185,5001400,31014152686,539985246,1,114,2701,C2,27,2506800.5000000000,0.8296201030,0.8296201030,0.8324437778,0.0000000000,0.3265825264,1.0000000000,0.2254657496,0.2254657496,0.4634847081,0.5714739945,31556729717.4790992737,1101931.1366961219
186,5001400,66914092826,282504947,19,114,4819,C2,48,1999413.5000000000,0.7058423820,0.7058423820,0.7064000307,0.0000000000,0.2811136518,1.0000000000,0.3889349944,0.3889349944,0.4287464740,0.5302015200,67193955769.3750762939,1733121.7326316221
187,5001400,57855934634,1048904358,4,114,504,C2,5,2000231.5000000000,0.7976540438,0.7976540438,0.8103510070,0.0000000000,0.2847957697,1.0000000000,0.4070580697,0.4070580697,0.4895777328,0.5336625991,58906939265.8862838745,1612209.1956287161
188,5001400,44742395292,2227325925,4,114,4104,C2,41,2044465.0000000000,0.8594304368,0.8593879597,0.8787584817,0.0000000000,0.4031207205,4.0000000000,0.4495276340,0.4495289321,0.5595724623,0.6349178849,45161535244.4691467285,1186510.8658781697
189,5001400,886374748,24940809,7,114,807,C2,8,0.0000000000,0.6295534794,0.6295534794,0.6295536550,0.0000000000,0.1529961417,1.0000000000,0.3228241019,0.3228241019,0.3131854888,0.3911472123,910968103.6418725252,273537.1250900200
190,5001400,590662417,11211751,3,114,3903,C2,39,0.0000000000,0.6501672806,0.6501672806,0.6501606924,0.0000000000,0.0597031298,1.0000000000,0.5496065199,0.5496065199,0.5351587479,0.2443422390,601828778.9737026691,355912.1864819806
191,5001400,5579807939,136790956,31,114,4831,C2,48,0.0000000000,0.8174193573,0.8174193573,0.8174206253,0.0000000000,0.4575694775,1.0000000000,0.6508164216,0.6508164216,0.6007923561,0.6764388202,5716266696.7228870392,396216.5846489468
192,5001400,6283742249,702360339,20,114,1220,C2,12,8322865.5000000000,0.7399816410,0.7399816410,0.7399818382,0.0000000000,0.2202865054,1.0000000000,0.4763457654,0.4763457654,0.4867388243,0.4693468924,6984535487.8591308594,631218.5445339335
193,5001400,484457250,10436501,29,114,4829,C2,48,0.0000000000,0.6004061933,0.6004061933,0.6004053856,0.0000000000,0.0892283862,1.0000000000,0.3216722331,0.3216722331,0.3216740430,0.2987112088,494918414.4453714490,264009.9040057961
194,5001400,21214043423,3364150775,34,114,4834,C2,48,4573539.5000000000,0.5031798756,0.5236222196,0.6188746871,0.0000000000,0.0592397067,10.0000000000,0.1473376102,0.1610556974,0.2451571730,0.2433920842,21978757803.2630271912,2159235.7093453417
195,5001400,142550296795,354326243,1,114,401,C2,4,2000001.5000000000,0.7414707459,0.7414707459,0.7428882461,0.0000000000,0.2090101647,1.0000000000,0.4793702986,0.4793702986,0.5996008379,0.4571762950,142904934898.4626770020,2931195.8793741711
196,5001400,2424227185,44673127,42,114,642,C2,6,0.0000000000,0.6289620361,0.6289620361,0.6289630668,0.0000000000,0.1158078666,1.0000000000,0.3489394510,0.3489394510,0.3476703963,0.3403055489,2469063637.5208048820,517609.2671724299
197,5001400,8867867645,4923406204,98,114,7298,C3,72,0.0000000000,0.8791840290,0.6356906755,1.0000000000,0.0000000000,0.2037135619,14.0000000000,0.3208241494,0.1273382128,1.0000000000,0.4513463880,9029726452.1544952393,746332.3346653855
198,5001400,1792058621,48806003,4,114,3404,C2,34,13560656.0000000000,0.7101508922,0.7101508922,0.7119771636,0.0000000000,0.2377354383,1.0000000000,0.4674867841,0.4674867841,0.4861598350,0.4875812120,1836103593.2619192600,311534.7950846446
199,5001400,760241568,2272683,5,114,405,C2,4,0.0000000000,0.8811842094,0.8811842094,0.8812046314,0.0000000000,0.5221482699,1.0000000000,0.5489216557,0.5489216557,0.5469775232,0.7225982770,762433766.4158306122,135459.3762043326
200,5001400,37434105215,1114287011,5,114,2205,C2,22,2729910.5000000000,0.5706300375,0.5706300375,0.7790556230,0.0000000000,0.1043873325,1.0000000000,0.3668945830,0.3668945830,0.6183022580,0.3230902854,38547782046.5021896362,2154173.7501313519
201,5001400,7464777770,404568113,6,114,2706,C2,27,2689882.5000000000,0.6228898655,0.6228898655,0.6237242363,0.0000000000,0.2281368170,1.0000000000,0.4113655313,0.4113655313,0.4039501280,0.4776366998,7869390851.4443264008,658381.7760293882
202,5001400,1683486679,3359897981,1,114,3601,C2,36,2806670.0000000000,0.6715622500,0.5635279325,0.9175969023,0.0000000000,0.1477719868,4.0000000000,0.1839563812,0.1760999197,0.8996955389,0.3844112209,2169189982.2712912560,429494.5634070858
203,5001400,15500289213,241901116,4,114,4704,C2,47,3174230.0000000000,0.6849387557,0.6849387557,0.6852556521,0.0000000000,0.1441164925,1.0000000000,0.3415145842,0.3415145842,0.4133152575,0.3796267805,15741589678.8360767365,1171581.1731768444
204,5001400,475344959,104685434,9,114,5309,C2,53,6620246.0000000000,0.6499080299,0.6499080299,0.7258560937,0.0000000000,0.1550277911,1.0000000000,0.2482452011,0.2482452011,0.3021081300,0.3937356868,527563678.8805093765,206793.8394193496
205,5001400,437439791,309741,35,114,635,C2,6,0.0000000000,0.6075384406,0.6075384406,0.6075369005,0.0000000000,0.2270358436,1.0000000000,0.2843913793,0.2843913793,0.2843931529,0.4764827842,437687475.7074983120,155646.6501065000
206,5001400,1286295892,22908651,4,114,1304,C2,13,0.0000000000,0.8038174658,0.8038174658,0.8038110262,0.0000000000,0.2797301865,1.0000000000,0.5353468961,0.5353468961,0.5353499475,0.5288952510,1309183722.7737834454,242513.3009774698
207,5001400,517193676,1485839,20,114,4820,C2,48,0.0000000000,0.6894733923,0.6894733923,0.6894720032,0.0000000000,0.1849616313,1.0000000000,0.4838361731,0.4838361731,0.4796407328,0.4300716584,518779469.3920107484,187739.4316325788
208,5001400,1245609118,97780944,3,114,4803,C2,48,0.0000000000,0.8713614862,0.8713614862,0.8713660958,0.0000000000,0.3979860389,1.0000000000,0.5049377331,0.5049377331,0.5049419826,0.6308613468,1343474807.0085172653,205961.3722364865
209,5001400,691527661,296833864,52,114,652,C2,6,3379002.0000000000,0.5878266901,0.5878266901,0.6264584797,0.0000000000,0.1044479973,1.0000000000,0.2598398285,0.2598398285,0.2961865734,0.3231841539,741264966.4809285402,298635.6224846781
210,5001400,13496387535,412947645,9,114,1309,C2,13,2472720.0000000000,0.8437628223,0.8437628223,0.9348732801,0.0000000000,0.3125516981,1.0000000000,0.3653695303,0.3653695303,0.5456030603,0.5590632327,13909888210.6862087250,747835.0575375456
211,5001400,18590760488,399959933,2,114,2102,C2,21,4765338.0000000000,0.6373991453,0.6373991453,0.6762949159,0.0000000000,0.1190805006,1.0000000000,0.3363759642,0.3363759642,0.4390479816,0.3450804262,18990454604.2677040100,1415638.2443854618
212,5001400,162473270,97425176,7,114,2507,C2,25,10193919.5000000000,0.5060255953,0.4214407483,0.4909125081,0.0000000000,0.0769505487,7.0000000000,0.2094431726,0.2140690896,0.2527354375,0.2773996191,177245277.9285375178,170132.1571149153
213,5001400,2316332541,70035044,13,114,3913,C2,39,2701749.0000000000,0.5823597402,0.5823597402,0.5824336414,0.0000000000,0.0860178200,1.0000000000,0.2945146386,0.2945146386,0.2981199714,0.2932879473,2386572428.1276292801,590470.2559498133
214,5001400,4710544130,59087113,10,114,610,C2,6,0.0000000000,0.7643913116,0.7643913116,0.7643951853,0.0000000000,0.3345182509,1.0000000000,0.4852505423,0.4852505423,0.4642529676,0.5783755276,4769225086.3699932098,423271.4083545691
215,5001400,676243090,8800785,21,114,1221,C2,12,0.0000000000,0.6047472459,0.6047472459,0.6047444364,0.0000000000,0.2660577815,1.0000000000,0.2886326893,0.2886326893,0.3130795838,0.5158078921,685064810.8469104767,179879.9587431164
216,5001400,8693348304,193080454,11,114,4211,C2,42,0.0000000000,0.5655936362,0.5655936362,0.5655936909,0.0000000000,0.1391664473,1.0000000000,0.1962969836,0.1962969836,0.1963713189,0.3730501941,8886613278.4941329956,895789.1592359740
217,5001400,747448594,489617624,33,114,633,C2,6,3353121.0000000000,0.4185644189,0.4185644189,0.6835951441,0.0000000000,0.1281183416,1.0000000000,0.1972192950,0.1972192950,0.4832708992,0.3579362256,751874355.5929509401,271563.8231106107
218,5001400,9384315442,51592866,14,114,1314,C2,13,2018399.0000000000,0.7786570013,0.7786570013,0.7809196039,0.0000000000,0.3124625003,1.0000000000,0.4522154955,0.4522154955,0.6192410705,0.5589834526,9435669845.7105216980,616016.5050290780
219,5001400,10949926008,526908508,7,114,2607,C2,26,2256665.0000000000,0.7020231982,0.7020231982,0.7139747825,0.0000000000,0.2876537230,1.0000000000,0.4524185820,0.4524185820,0.5072168674,0.5363335930,11176691144.7592773438,698757.6206119285
220,5001400,36379646,23229782,10,114,3610,C2,36,9970057.0000000000,0.6113141734,0.3733175445,0.4340677520,0.0000000000,0.0767111847,4.0000000000,0.1981928415,0.0941318861,0.1422290607,0.2769678405,47269586.6659032255,87996.7210036190
221,5001400,7788193458,770381732,1,114,4101,C2,41,2132502.0000000000,0.7149895209,0.7065431920,0.7545331142,0.0000000000,0.2554340164,5.0000000000,0.4587256152,0.4252567211,0.6682715393,0.5054048045,7962826003.6530561447,625891.6805750977
222,5001400,2707773493,56103916,4,114,3704,C2,37,0.0000000000,0.3744901896,0.3744901896,0.3744920457,0.0000000000,0.0496700871,1.0000000000,0.1710180972,0.1710180972,0.1710192128,0.2228678692,2763948315.4885845184,836223.6190494891
